Match_ID,Date,Venue,Team_A,Team_B,Stage,Team_A_Ranking,Team_B_Ranking,Team_A_Form,Team_B_Form,HeadToHead_A_Wins,HeadToHead_B_Wins,Venue_HomeAdvantage_A,Venue_HomeAdvantage_B,Pitch_Type,Avg_T20_Score_Venue,Toss_Winner,Toss_Decision,Team_A_Tech_Index,Team_B_Tech_Index,Match_Total,Winner,Team_A_encoded,Team_B_encoded,Venue_encoded,Stage_encoded,Pitch_Type_encoded,Toss_Winner_encoded,Toss_Decision_encoded,Toss_Winner_Binary,Toss_Decision_Binary,Winner_Binary
M0396,3/8/2026,Ahmedabad,PNG,Sri Lanka,Group,20,9,39.94,69.6,1,2,0,0,Flat,180,Team_A,Field,75.74,220.69,175,Team_B,12,16,0,1,0,0,1,1,1,0
M0397,2/15/2026,Chennai,Bangladesh,India,Group,10,1,81.54,74.94,4,8,0,1,Spin-Friendly,155,Team_B,Field,225.61,307.66,124,Team_B,2,5,1,1,2,1,1,0,1,0
M0398,2/11/2026,Chennai,Sri Lanka,Netherlands,Super8,9,11,75.13,70.78,10,9,0,0,Spin-Friendly,155,Team_B,Bat,220.39,187.69,198,Team_B,16,9,1,3,2,1,0,0,0,0
M0399,2/8/2026,Kolkata,Australia,Ireland,Group,2,12,83.63,49.2,18,5,0,0,Spin-Friendly,165,Team_B,Field,305.25,162.99,187,Team_A,1,6,5,1,2,1,1,0,1,1
M0400,3/4/2026,Kandy,Australia,Afghanistan,Group,2,8,86.47,71.0,5,4,0,0,Pace-Friendly,162,Team_B,Bat,310.81,225.46,132,Team_A,1,0,4,1,1,1,0,0,0,1
M0401,3/6/2026,Ahmedabad,Oman,Australia,Group,16,2,52.41,66.49,0,7,0,0,Flat,180,Team_A,Bat,125.62,296.61,185,Team_B,11,1,0,1,0,0,0,1,0,0
M0402,2/15/2026,Mumbai,Oman,Namibia,Group,16,15,41.93,50.51,12,11,0,0,Flat,175,Team_B,Bat,104.88,138.69,174,Team_A,11,7,6,1,0,1,0,0,0,1
M0403,2/20/2026,Kandy,Bangladesh,Namibia,Group,10,15,70.95,45.68,8,15,0,0,Pace-Friendly,162,Team_B,Field,208.06,129.48,174,Team_A,2,7,4,1,1,1,1,0,1,1
M0404,3/4/2026,Delhi,Canada,Namibia,Group,18,15,44.18,47.15,1,4,0,0,Pace-Friendly,170,Team_A,Bat,94.13,124.38,146,Team_B,3,7,3,1,1,0,0,1,0,0
M0405,2/23/2026,Kandy,Sri Lanka,Oman,Group,9,16,59.09,47.15,21,7,1,0,Pace-Friendly,162,Team_A,Bat,189.47,115.45,179,Team_A,16,11,4,1,1,0,0,1,0,1
M0406,2/14/2026,Ahmedabad,Afghanistan,Bangladesh,Group,8,10,55.85,54.39,1,0,0,0,Flat,180,Team_B,Bat,199.69,178.82,183,Team_A,0,2,0,1,0,1,0,0,0,1
M0407,3/5/2026,Mumbai,India,Sri Lanka,Final,1,9,85.95,58.43,12,2,1,0,Flat,175,Team_B,Bat,324.2,199.38,155,Team_A,5,16,6,0,0,1,0,0,0,1
M0408,2/22/2026,Mumbai,Scotland,Oman,Group,13,16,69.52,52.82,13,6,0,0,Flat,175,Team_B,Bat,176.19,146.37,167,Team_B,14,11,6,1,0,1,0,0,0,0
M0409,2/18/2026,Mumbai,Bangladesh,England,Group,10,3,61.05,58.24,0,5,0,0,Flat,175,Team_B,Field,180.76,267.89,118,Team_B,2,4,6,1,0,1,1,0,1,0
M0410,2/8/2026,Chennai,USA,PNG,Group,17,20,53.42,58.41,2,3,0,0,Spin-Friendly,155,Team_A,Field,114.07,87.36,117,Team_A,17,12,1,1,2,0,1,1,1,1
M0411,2/27/2026,Mumbai,USA,Oman,Group,17,16,45.21,58.45,5,8,0,0,Flat,175,Team_A,Field,121.23,129.85,108,Team_B,17,11,6,1,0,0,1,1,1,0
M0412,3/8/2026,Chennai,PNG,Zimbabwe,Group,20,14,37.76,64.36,2,2,0,0,Spin-Friendly,155,Team_A,Field,50.12,146.56,160,Team_A,12,19,1,1,2,0,1,1,1,1
M0413,2/16/2026,Kandy,New Zealand,Sri Lanka,Group,5,9,69.57,61.0,9,13,0,1,Pace-Friendly,162,Team_B,Bat,263.66,194.96,212,Team_A,10,16,4,1,1,1,0,0,0,1
M0414,2/13/2026,Mumbai,Netherlands,Scotland,Super8,11,13,47.67,62.61,7,7,0,0,Flat,175,Team_B,Field,185.48,158.46,157,Team_B,9,14,6,3,0,1,1,0,1,0
M0415,2/7/2026,Ahmedabad,Bangladesh,PNG,Group,10,20,56.11,33.63,13,3,0,0,Flat,180,Team_B,Bat,194.45,60.98,187,Team_A,2,12,0,1,0,1,0,0,0,1
M0416,2/10/2026,Colombo,New Zealand,Scotland,Group,5,13,72.67,60.45,12,3,0,0,Spin-Friendly,160,Team_A,Bat,265.62,155.55,145,Team_A,10,14,2,1,2,0,0,1,0,1
M0417,2/15/2026,Mumbai,India,Netherlands,Group,1,11,91.8,61.94,13,7,1,0,Flat,175,Team_B,Bat,327.16,180.12,160,Team_A,5,9,6,1,0,1,0,0,0,1
M0418,3/4/2026,Ahmedabad,South Africa,USA,Group,6,17,66.39,53.39,22,5,0,0,Flat,180,Team_B,Field,253.87,125.62,180,Team_A,15,17,0,1,0,1,1,0,1,1
M0419,2/22/2026,Colombo,Canada,Zimbabwe,Group,18,14,25.13,48.15,2,7,0,0,Spin-Friendly,160,Team_B,Field,78.16,137.54,130,Team_B,3,19,2,1,2,1,1,0,1,0
M0420,3/1/2026,Delhi,PNG,Ireland,Group,20,12,41.3,66.9,5,13,0,0,Pace-Friendly,170,Team_A,Bat,67.25,186.16,134,Team_B,12,6,3,1,1,0,0,1,0,0
M0421,3/4/2026,Colombo,Sri Lanka,Australia,Group,9,2,58.74,91.88,7,8,1,0,Spin-Friendly,160,Team_B,Field,205.14,297.0,184,Team_B,16,1,2,1,2,1,1,0,1,0
M0422,2/12/2026,Delhi,Namibia,New Zealand,Group,15,5,52.21,80.87,2,7,0,0,Pace-Friendly,170,Team_A,Field,118.74,286.66,171,Team_B,7,10,3,1,1,0,1,1,1,0
M0423,3/3/2026,Delhi,Bangladesh,Pakistan,Group,10,4,61.54,69.76,8,21,0,0,Pace-Friendly,170,Team_A,Field,198.34,264.61,150,Team_B,2,13,3,1,1,0,1,1,1,0
M0424,2/18/2026,Kolkata,South Africa,England,Group,6,3,82.21,71.13,3,4,0,0,Spin-Friendly,165,Team_B,Field,249.93,280.0,161,Team_B,15,4,5,1,2,1,1,0,1,0
M0425,2/16/2026,Delhi,Scotland,Nepal,Group,13,19,62.86,62.49,6,8,0,0,Pace-Friendly,170,Team_A,Field,162.94,101.16,190,Team_B,14,8,3,1,1,0,1,1,1,0
M0426,2/9/2026,Delhi,USA,Australia,Group,17,2,40.97,65.95,0,15,0,0,Pace-Friendly,170,Team_A,Field,104.11,291.97,172,Team_B,17,1,3,1,1,0,1,1,1,0
M0427,2/20/2026,Mumbai,Sri Lanka,Ireland,Group,9,12,79.78,67.85,1,0,0,0,Flat,175,Team_A,Bat,226.43,187.72,151,Team_A,16,6,6,1,0,0,0,1,0,1
M0428,3/7/2026,Delhi,West Indies,PNG,Group,7,20,77.91,52.38,23,6,0,0,Pace-Friendly,170,Team_B,Bat,244.68,81.35,149,Team_A,18,12,3,1,1,1,0,0,0,1
M0429,2/22/2026,Ahmedabad,Bangladesh,Scotland,Super8,10,13,71.97,51.34,3,7,0,0,Flat,180,Team_A,Bat,203.02,147.3,178,Team_A,2,14,0,3,0,0,0,1,0,1
M0430,3/3/2026,Kolkata,India,Oman,Group,1,16,79.45,54.85,21,3,1,0,Spin-Friendly,165,Team_A,Field,311.95,109.81,185,Team_A,5,11,5,1,2,0,1,1,1,1
M0431,2/9/2026,Kandy,Namibia,Pakistan,Group,15,4,56.67,89.21,2,2,0,0,Pace-Friendly,162,Team_B,Field,144.4,296.8,149,Team_B,7,13,4,1,1,1,1,0,1,0
M0432,2/7/2026,Chennai,West Indies,Australia,Group,7,2,50.93,62.46,1,0,0,0,Spin-Friendly,155,Team_A,Field,224.81,267.61,126,Team_B,18,1,1,1,2,0,1,1,1,0
M0433,3/5/2026,Kandy,Canada,England,Super8,18,3,40.71,65.43,2,14,0,0,Pace-Friendly,162,Team_A,Bat,94.14,291.94,133,Team_A,3,4,4,3,1,0,0,1,0,1
M0434,3/1/2026,Kolkata,Zimbabwe,Sri Lanka,Group,14,9,61.8,47.75,10,18,0,0,Spin-Friendly,165,Team_B,Bat,158.69,199.8,162,Team_A,19,16,5,1,2,1,0,0,0,1
M0435,2/12/2026,Mumbai,Canada,Australia,Super8,18,2,51.43,80.0,1,1,0,0,Flat,175,Team_A,Bat,118.31,310.48,193,Team_B,3,1,6,3,0,0,0,1,0,0
M0436,2/23/2026,Delhi,Zimbabwe,West Indies,Group,14,7,58.67,73.06,1,9,0,0,Pace-Friendly,170,Team_B,Field,143.63,263.96,199,Team_B,19,18,3,1,1,1,1,0,1,0
M0437,2/18/2026,Chennai,West Indies,Ireland,Group,7,12,68.72,55.88,15,9,0,0,Spin-Friendly,155,Team_A,Bat,219.57,170.54,160,Team_B,18,6,1,1,2,0,0,1,0,0
M0438,2/14/2026,Ahmedabad,Canada,India,Group,18,1,41.69,78.54,0,7,0,1,Flat,180,Team_A,Bat,89.98,324.84,168,Team_B,3,5,0,1,0,0,0,1,0,0
M0439,2/18/2026,Ahmedabad,Nepal,Canada,Group,19,18,48.86,30.53,10,12,0,0,Flat,180,Team_A,Bat,92.3,85.59,154,Team_B,8,3,0,1,0,0,0,1,0,0
M0440,2/8/2026,Delhi,Afghanistan,West Indies,Group,8,7,77.54,62.81,8,11,0,0,Pace-Friendly,170,Team_A,Field,215.38,211.76,174,Team_B,0,18,3,1,1,0,1,1,1,0
M0441,2/10/2026,Colombo,New Zealand,Ireland,Group,5,12,84.0,53.37,7,6,0,0,Spin-Friendly,160,Team_B,Bat,260.86,145.48,159,Team_A,10,6,2,1,2,1,0,0,0,1
M0442,2/13/2026,Kolkata,Afghanistan,PNG,Group,8,20,69.36,61.57,21,1,0,0,Spin-Friendly,165,Team_A,Bat,211.45,82.31,150,Team_A,0,12,5,1,2,0,0,1,0,1
M0443,2/26/2026,Mumbai,USA,Namibia,Group,17,15,48.59,56.47,10,9,0,0,Flat,175,Team_A,Bat,109.91,134.02,167,Team_B,17,7,6,1,0,0,0,1,0,0
M0444,2/10/2026,Delhi,Netherlands,Pakistan,Group,11,4,61.8,78.87,1,8,0,0,Pace-Friendly,170,Team_A,Field,193.52,264.47,177,Team_B,9,13,3,1,1,0,1,1,1,0
M0445,2/15/2026,Kandy,Namibia,Ireland,Group,15,12,56.25,69.97,10,16,0,0,Pace-Friendly,162,Team_A,Bat,135.73,183.26,123,Team_B,7,6,4,1,1,0,0,1,0,0
M0446,2/22/2026,Delhi,Australia,South Africa,Group,2,6,89.57,82.87,21,8,0,0,Pace-Friendly,170,Team_A,Field,303.96,262.9,167,Team_A,1,15,3,1,1,0,1,1,1,1
M0447,2/28/2026,Ahmedabad,Bangladesh,Netherlands,Group,10,11,61.07,54.71,2,0,0,0,Flat,180,Team_A,Field,197.09,188.85,151,Team_B,2,9,0,1,0,0,1,1,1,0
M0448,3/3/2026,Ahmedabad,Pakistan,Afghanistan,Group,4,8,77.54,63.44,7,9,0,0,Flat,180,Team_A,Field,281.34,218.98,195,Team_A,13,0,0,1,0,0,1,1,1,1
M0449,2/21/2026,Kolkata,England,West Indies,Group,3,7,78.02,84.32,5,4,0,0,Spin-Friendly,165,Team_B,Field,297.03,245.1,158,Team_A,4,18,5,1,2,1,1,0,1,1
M0450,3/6/2026,Ahmedabad,Zimbabwe,Nepal,Group,14,19,55.52,56.55,4,5,0,0,Flat,180,Team_B,Field,133.78,87.61,183,Team_A,19,8,0,1,0,1,1,0,1,1
M0451,3/6/2026,Ahmedabad,Sri Lanka,South Africa,Group,9,6,63.43,82.19,10,14,0,0,Flat,180,Team_A,Bat,212.82,251.27,181,Team_A,16,15,0,1,0,0,0,1,0,1
M0452,2/18/2026,Mumbai,Sri Lanka,West Indies,Group,9,7,79.08,61.08,12,16,0,0,Flat,175,Team_B,Field,231.41,237.35,183,Team_A,16,18,6,1,0,1,1,0,1,1
M0453,3/5/2026,Mumbai,Scotland,Afghanistan,Group,13,8,48.93,74.56,7,3,0,0,Flat,175,Team_A,Bat,154.72,221.86,215,Team_B,14,0,6,1,0,0,0,1,0,0
M0454,2/19/2026,Kandy,Australia,Pakistan,Group,2,4,82.44,62.48,14,8,0,0,Pace-Friendly,162,Team_B,Field,310.04,249.52,142,Team_A,1,13,4,1,1,1,1,0,1,1
M0455,2/11/2026,Ahmedabad,Namibia,Zimbabwe,Group,15,14,48.99,41.91,12,10,0,0,Flat,180,Team_A,Field,125.47,134.11,172,Team_B,7,19,0,1,0,0,1,1,1,0
M0456,2/22/2026,Delhi,Pakistan,New Zealand,Group,4,5,70.26,66.93,10,15,0,0,Pace-Friendly,170,Team_B,Bat,271.15,264.84,176,Team_A,13,10,3,1,1,1,0,0,0,1
M0457,3/6/2026,Ahmedabad,West Indies,Scotland,Group,7,13,68.73,51.89,18,3,0,0,Flat,180,Team_A,Bat,234.91,165.12,178,Team_A,18,14,0,1,0,0,0,1,0,1
M0458,2/8/2026,Chennai,Canada,Netherlands,Group,18,11,49.44,59.26,1,1,0,0,Spin-Friendly,155,Team_B,Field,103.46,171.89,147,Team_A,3,9,1,1,2,1,1,0,1,1
M0459,3/3/2026,Delhi,Bangladesh,Australia,Super8,10,2,70.47,56.73,3,20,0,0,Pace-Friendly,170,Team_A,Field,214.95,278.58,174,Team_B,2,1,3,3,1,0,1,1,1,0
M0460,3/1/2026,Delhi,New Zealand,PNG,Group,5,20,78.36,36.51,17,5,0,0,Pace-Friendly,170,Team_A,Bat,269.47,60.14,179,Team_A,10,12,3,1,1,0,0,1,0,1
M0461,2/28/2026,Colombo,Zimbabwe,Oman,Group,14,16,24.93,46.25,12,8,0,0,Spin-Friendly,160,Team_B,Bat,119.92,95.29,139,Team_B,19,11,2,1,2,1,0,0,0,0
M0462,2/8/2026,Delhi,Zimbabwe,South Africa,Super8,14,6,60.08,77.14,0,0,0,0,Pace-Friendly,170,Team_A,Field,150.41,254.79,124,Team_B,19,15,3,3,1,0,1,1,1,0
M0463,2/9/2026,Kolkata,Pakistan,Scotland,Group,4,13,70.1,57.58,21,3,0,0,Spin-Friendly,165,Team_B,Bat,281.44,149.9,148,Team_A,13,14,5,1,2,1,0,0,0,1
M0464,2/14/2026,Delhi,New Zealand,Zimbabwe,Group,5,14,77.23,50.74,10,7,0,0,Pace-Friendly,170,Team_B,Bat,261.22,138.72,149,Team_A,10,19,3,1,1,1,0,0,0,1
M0465,2/25/2026,Kandy,Scotland,USA,Group,13,17,65.75,53.16,8,6,0,0,Pace-Friendly,162,Team_A,Field,167.95,125.02,155,Team_A,14,17,4,1,1,0,1,1,1,1
M0466,3/2/2026,Chennai,Ireland,USA,Group,12,17,72.01,36.58,14,6,0,0,Spin-Friendly,155,Team_A,Bat,189.16,108.02,160,Team_A,6,17,1,1,2,0,0,1,0,1
M0467,3/5/2026,Ahmedabad,Oman,New Zealand,Group,16,5,72.82,65.82,0,2,0,0,Flat,180,Team_B,Field,130.13,251.55,197,Team_B,11,10,0,1,0,1,1,0,1,0
M0468,2/17/2026,Chennai,Pakistan,India,Super8,4,1,83.28,85.43,5,6,0,1,Spin-Friendly,155,Team_A,Field,274.46,314.01,152,Team_B,13,5,1,3,2,0,1,1,1,0
M0469,2/26/2026,Kandy,South Africa,Oman,Group,6,16,79.0,54.51,15,4,0,0,Pace-Friendly,162,Team_B,Field,269.42,140.02,197,Team_A,15,11,4,1,1,1,1,0,1,1
M0470,3/3/2026,Ahmedabad,South Africa,Afghanistan,Group,6,8,52.8,84.28,13,8,0,0,Flat,180,Team_A,Bat,230.11,240.05,187,Team_A,15,0,0,1,0,0,0,1,0,1
M0471,2/16/2026,Kandy,Bangladesh,New Zealand,Group,10,5,75.71,78.95,5,12,0,0,Pace-Friendly,162,Team_B,Field,219.09,273.56,120,Team_A,2,10,4,1,1,1,1,0,1,1
M0472,3/5/2026,Kolkata,Ireland,Canada,Group,12,18,55.91,51.33,15,7,0,0,Spin-Friendly,165,Team_B,Bat,157.34,113.03,151,Team_A,6,3,5,1,2,1,0,0,0,1
M0473,2/19/2026,Kandy,England,New Zealand,Group,3,5,86.07,59.45,1,5,0,0,Pace-Friendly,162,Team_B,Field,311.85,267.06,152,Team_A,4,10,4,1,1,1,1,0,1,1
M0474,2/20/2026,Kandy,India,Afghanistan,Group,1,8,81.96,58.02,1,0,0,0,Pace-Friendly,162,Team_A,Field,311.78,214.2,154,Team_A,5,0,4,1,1,0,1,1,1,1
M0475,2/11/2026,Delhi,Bangladesh,Sri Lanka,Group,10,9,64.29,45.42,16,14,0,0,Pace-Friendly,170,Team_B,Bat,199.98,190.64,211,Team_B,2,16,3,1,1,1,0,0,0,0
M0476,3/5/2026,Chennai,Nepal,Oman,Group,19,16,42.84,52.53,2,16,0,0,Spin-Friendly,155,Team_B,Field,75.79,114.83,187,Team_B,8,11,1,1,2,1,1,0,1,0
M0477,2/25/2026,Colombo,Netherlands,Australia,Group,11,2,57.62,78.46,2,3,0,0,Spin-Friendly,160,Team_A,Bat,187.74,282.5,147,Team_B,9,1,2,1,2,0,0,1,0,0
M0478,2/23/2026,Mumbai,Canada,Pakistan,Super8,18,4,38.4,76.87,4,24,0,0,Flat,175,Team_B,Bat,97.05,284.64,194,Team_B,3,13,6,3,0,1,0,0,0,0
M0479,2/15/2026,Kolkata,England,Australia,Group,3,2,87.7,79.34,9,3,0,0,Spin-Friendly,165,Team_B,Field,298.57,315.47,143,Team_B,4,1,5,1,2,1,1,0,1,0
M0480,2/26/2026,Chennai,Bangladesh,Nepal,Group,10,19,76.18,28.11,17,5,0,0,Spin-Friendly,155,Team_B,Field,213.14,66.42,134,Team_A,2,8,1,1,2,1,1,0,1,1
M0481,3/8/2026,Colombo,South Africa,PNG,Group,6,20,84.19,17.12,13,4,0,0,Spin-Friendly,160,Team_A,Bat,251.69,51.24,118,Team_A,15,12,2,1,2,0,0,1,0,1
M0482,3/8/2026,Mumbai,India,PNG,Group,1,20,92.06,53.42,21,0,1,0,Flat,175,Team_A,Field,325.97,76.72,159,Team_A,5,12,6,1,0,0,1,1,1,1
M0483,2/24/2026,Delhi,USA,Netherlands,Super8,17,11,59.01,70.61,9,13,0,0,Pace-Friendly,170,Team_B,Field,121.41,205.28,204,Team_B,17,9,3,3,1,1,1,0,1,0
M0484,2/25/2026,Delhi,Ireland,England,Group,12,3,53.4,58.62,9,21,0,0,Pace-Friendly,170,Team_B,Field,166.11,274.75,151,Team_B,6,4,3,1,1,1,1,0,1,0
M0485,2/20/2026,Kandy,Australia,India,Super8,2,1,89.22,95.0,8,17,0,0,Pace-Friendly,162,Team_A,Field,322.66,344.43,147,Team_A,1,5,4,3,1,0,1,1,1,1
M0486,2/8/2026,Colombo,West Indies,Netherlands,SemiFinal,7,11,87.71,59.81,4,2,0,0,Spin-Friendly,160,Team_B,Field,259.82,168.24,181,Team_A,18,9,2,2,2,1,1,0,1,1
M0487,2/11/2026,Mumbai,England,USA,Super8,3,17,90.0,34.58,22,4,0,0,Flat,175,Team_A,Field,307.59,89.62,165,Team_A,4,17,6,3,0,0,1,1,1,1
M0488,2/18/2026,Ahmedabad,South Africa,New Zealand,Super8,6,5,66.26,70.44,14,12,0,0,Flat,180,Team_B,Bat,241.25,272.28,203,Team_B,15,10,0,3,0,1,0,0,0,0
M0489,2/14/2026,Kandy,Bangladesh,South Africa,Group,10,6,59.16,85.91,9,14,0,0,Pace-Friendly,162,Team_B,Bat,195.7,261.28,173,Team_B,2,15,4,1,1,1,0,0,0,0
M0490,3/1/2026,Mumbai,Oman,England,Group,16,3,48.19,71.06,4,17,0,0,Flat,175,Team_A,Field,123.85,276.02,130,Team_B,11,4,6,1,0,0,1,1,1,0
M0491,2/17/2026,Colombo,Oman,Ireland,Group,16,12,32.06,44.45,13,17,0,0,Spin-Friendly,160,Team_A,Bat,116.0,148.21,169,Team_A,11,6,2,1,2,0,0,1,0,1
M0492,3/6/2026,Kandy,Scotland,Ireland,Group,13,12,80.45,52.58,13,14,0,0,Pace-Friendly,162,Team_B,Field,172.18,159.98,141,Team_B,14,6,4,1,1,1,1,0,1,0
M0493,2/18/2026,Colombo,Namibia,India,Group,15,1,57.06,72.72,2,22,0,0,Spin-Friendly,160,Team_A,Field,136.51,301.27,168,Team_B,7,5,2,1,2,0,1,1,1,0
M0494,2/28/2026,Kolkata,Nepal,PNG,Group,19,20,25.54,51.2,0,2,0,0,Spin-Friendly,165,Team_A,Field,59.01,77.82,169,Team_B,8,12,5,1,2,0,1,1,1,0
M0495,2/20/2026,Ahmedabad,India,New Zealand,Super8,1,5,64.23,63.97,6,2,1,0,Flat,180,Team_B,Bat,293.66,246.78,180,Team_A,5,10,0,3,0,1,0,0,0,1
M0496,2/21/2026,Mumbai,England,Pakistan,Group,3,4,88.02,77.17,15,7,0,0,Flat,175,Team_A,Bat,319.0,275.94,197,Team_B,4,13,6,1,0,0,0,1,0,0
M0497,3/8/2026,Kandy,Netherlands,New Zealand,Group,11,5,61.95,71.01,5,15,0,0,Pace-Friendly,162,Team_B,Field,192.43,256.5,151,Team_B,9,10,4,1,1,1,1,0,1,0
M0498,3/1/2026,Kandy,Ireland,Nepal,Group,12,19,84.34,49.32,4,6,0,0,Pace-Friendly,162,Team_A,Field,198.16,105.69,146,Team_A,6,8,4,1,1,0,1,1,1,1
M0499,2/20/2026,Kolkata,Zimbabwe,Pakistan,Group,14,4,73.92,65.68,4,13,0,0,Spin-Friendly,165,Team_B,Bat,164.57,259.76,174,Team_B,19,13,5,1,2,1,0,0,0,0
M0500,2/17/2026,Mumbai,South Africa,Ireland,Group,6,12,67.07,43.51,10,1,0,0,Flat,175,Team_B,Bat,253.67,162.45,178,Team_A,15,6,6,1,0,1,0,0,0,1
M0501,3/5/2026,Delhi,Netherlands,England,Group,11,3,62.53,89.85,9,15,0,0,Pace-Friendly,170,Team_A,Bat,198.45,307.23,189,Team_B,9,4,3,1,1,0,0,1,0,0
M0502,2/26/2026,Colombo,Scotland,Canada,Group,13,18,56.52,51.77,17,12,0,0,Spin-Friendly,160,Team_A,Field,160.31,87.96,141,Team_A,14,3,2,1,2,0,1,1,1,1
M0503,2/10/2026,Kandy,South Africa,Scotland,SemiFinal,6,13,71.46,49.86,7,5,0,0,Pace-Friendly,162,Team_B,Field,242.3,156.12,159,Team_A,15,14,4,2,1,1,1,0,1,1
M0504,3/3/2026,Kandy,USA,Bangladesh,Group,17,10,35.84,59.9,2,9,0,0,Pace-Friendly,162,Team_B,Field,94.42,184.66,150,Team_B,17,2,4,1,1,1,1,0,1,0
M0505,2/23/2026,Mumbai,Nepal,Afghanistan,Group,19,8,14.71,86.53,0,2,0,0,Flat,175,Team_A,Bat,53.12,238.04,172,Team_B,8,0,6,1,0,0,0,1,0,0
M0506,2/27/2026,Ahmedabad,Nepal,Australia,Group,19,2,45.27,70.65,0,2,0,0,Flat,180,Team_A,Field,86.52,302.84,158,Team_B,8,1,0,1,0,0,1,1,1,0
M0507,3/5/2026,Chennai,Zimbabwe,Bangladesh,Group,14,10,49.88,63.32,3,0,0,0,Spin-Friendly,155,Team_A,Field,135.58,209.49,129,Team_B,19,2,1,1,2,0,1,1,1,0
M0508,2/20/2026,Kandy,Scotland,Australia,Group,13,2,59.19,79.31,3,17,0,0,Pace-Friendly,162,Team_A,Field,172.21,286.47,200,Team_B,14,1,4,1,1,0,1,1,1,0
M0509,2/8/2026,Mumbai,India,Ireland,Group,1,12,76.98,31.97,2,0,1,0,Flat,175,Team_A,Bat,309.06,151.63,190,Team_A,5,6,6,1,0,0,0,1,0,1
M0510,3/5/2026,Delhi,Zimbabwe,Netherlands,Group,14,11,40.06,54.34,1,6,0,0,Pace-Friendly,170,Team_B,Bat,138.03,176.06,216,Team_B,19,9,3,1,1,1,0,0,0,0
M0511,2/7/2026,Mumbai,India,Scotland,Group,1,13,88.16,55.52,11,1,1,0,Flat,175,Team_A,Bat,312.18,150.22,180,Team_A,5,14,6,1,0,0,0,1,0,1
M0512,3/2/2026,Kandy,Nepal,Pakistan,Final,19,4,39.04,79.96,2,16,0,0,Pace-Friendly,162,Team_A,Field,81.62,281.47,158,Team_B,8,13,4,0,1,0,1,1,1,0
M0513,2/16/2026,Ahmedabad,South Africa,Pakistan,Group,6,4,82.21,65.23,11,14,0,0,Flat,180,Team_B,Bat,275.02,269.5,195,Team_A,15,13,0,1,0,1,0,0,0,1
M0514,2/19/2026,Chennai,West Indies,New Zealand,Group,7,5,69.6,68.34,9,17,0,0,Spin-Friendly,155,Team_A,Field,244.63,233.8,108,Team_A,18,10,1,1,2,0,1,1,1,1
M0515,3/4/2026,Chennai,Australia,PNG,Group,2,20,68.34,58.29,25,0,0,0,Spin-Friendly,155,Team_B,Field,293.29,74.94,106,Team_A,1,12,1,1,2,1,1,0,1,1
M0516,3/6/2026,Kandy,USA,West Indies,Group,17,7,59.43,50.67,6,17,0,0,Pace-Friendly,162,Team_B,Field,121.0,212.36,215,Team_A,17,18,4,1,1,1,1,0,1,1
M0517,2/10/2026,Kolkata,Namibia,South Africa,Super8,15,6,58.79,61.88,0,1,0,0,Spin-Friendly,165,Team_A,Field,147.23,228.88,145,Team_B,7,15,5,3,2,0,1,1,1,0
M0518,2/16/2026,Ahmedabad,Namibia,West Indies,Group,15,7,58.15,85.79,3,3,0,0,Flat,180,Team_B,Bat,146.84,269.12,172,Team_B,7,18,0,1,0,1,0,0,0,0
M0519,2/12/2026,Kolkata,Zimbabwe,India,Group,14,1,48.69,64.32,1,4,0,1,Spin-Friendly,165,Team_A,Field,123.51,299.28,152,Team_B,19,5,5,1,2,0,1,1,1,0
M0520,3/4/2026,Colombo,South Africa,West Indies,Group,6,7,79.94,58.92,14,4,0,0,Spin-Friendly,160,Team_A,Field,257.06,224.7,127,Team_B,15,18,2,1,2,0,1,1,1,0
M0521,2/27/2026,Chennai,USA,New Zealand,Group,17,5,50.33,64.43,4,13,0,0,Spin-Friendly,155,Team_A,Bat,111.76,227.55,153,Team_B,17,10,1,1,2,0,0,1,0,0
M0522,2/25/2026,Colombo,Ireland,Zimbabwe,Group,12,14,67.36,55.85,8,7,0,0,Spin-Friendly,160,Team_B,Bat,174.98,155.94,165,Team_B,6,19,2,1,2,1,0,0,0,0
M0523,2/26/2026,Mumbai,Canada,PNG,Group,18,20,33.3,44.87,2,0,0,0,Flat,175,Team_A,Bat,79.86,69.68,154,Team_A,3,12,6,1,0,0,0,1,0,1
M0524,3/1/2026,Mumbai,USA,Afghanistan,Group,17,8,32.44,84.63,5,13,0,0,Flat,175,Team_A,Bat,95.41,224.28,156,Team_B,17,0,6,1,0,0,0,1,0,0
M0525,2/12/2026,Chennai,India,USA,Final,1,17,92.4,44.04,0,0,1,0,Spin-Friendly,155,Team_B,Bat,337.09,110.3,169,Team_A,5,17,1,0,2,1,0,0,0,1
M0526,2/15/2026,Chennai,Nepal,West Indies,Group,19,7,63.03,75.54,6,20,0,0,Spin-Friendly,155,Team_B,Bat,95.25,248.4,152,Team_B,8,18,1,1,2,1,0,0,0,0
M0527,2/21/2026,Chennai,Oman,Afghanistan,Group,16,8,41.76,58.81,2,9,0,0,Spin-Friendly,155,Team_B,Field,109.76,230.01,147,Team_B,11,0,1,1,2,1,1,0,1,0
M0528,3/5/2026,Ahmedabad,PNG,England,Group,20,3,49.92,83.86,0,8,0,0,Flat,180,Team_A,Field,69.92,293.34,182,Team_B,12,4,0,1,0,0,1,1,1,0
